Country,City,Date,Year,Month,Day,Temp
South Africa,Capetown,2010-08-20,2010,8,20,14.22222222222222
South Africa,Capetown,2010-08-21,2010,8,21,14.055555555555554
South Africa,Capetown,2010-08-22,2010,8,22,12.444444444444445
South Africa,Capetown,2010-08-23,2010,8,23,11.277777777777777
South Africa,Capetown,2010-08-24,2010,8,24,10.5
South Africa,Capetown,2010-08-25,2010,8,25,13.444444444444446
South Africa,Capetown,2010-08-26,2010,8,26,13.777777777777777
South Africa,Capetown,2010-08-27,2010,8,27,13.88888888888889
South Africa,Capetown,2010-08-28,2010,8,28,12.833333333333334
South Africa,Capetown,2010-08-29,2010,8,29,13.666666666666666
South Africa,Capetown,2010-08-30,2010,8,30,13.499999999999998
South Africa,Capetown,2010-08-31,2010,8,31,13.88888888888889
South Africa,Capetown,2010-09-01,2010,9,1,13.27777777777778
South Africa,Capetown,2010-09-02,2010,9,2,14.38888888888889
South Africa,Capetown,2010-09-03,2010,9,3,16.166666666666668
South Africa,Capetown,2010-09-04,2010,9,4,15.666666666666666
South Africa,Capetown,2010-09-05,2010,9,5,14.000000000000002
South Africa,Capetown,2010-09-06,2010,9,6,13.38888888888889
South Africa,Capetown,2010-09-07,2010,9,7,14.72222222222222
South Africa,Capetown,2010-09-08,2010,9,8,16.38888888888889
South Africa,Capetown,2010-09-09,2010,9,9,14.333333333333334
South Africa,Capetown,2010-09-10,2010,9,10,14.555555555555555
South Africa,Capetown,2010-09-11,2010,9,11,15.833333333333334
South Africa,Capetown,2010-09-12,2010,9,12,15.166666666666666
South Africa,Capetown,2010-09-13,2010,9,13,15.666666666666666
South Africa,Capetown,2010-09-14,2010,9,14,14.72222222222222
South Africa,Capetown,2010-09-15,2010,9,15,13.88888888888889
South Africa,Capetown,2010-09-16,2010,9,16,12.333333333333336
South Africa,Capetown,2010-09-17,2010,9,17,15.27777777777778
South Africa,Capetown,2010-09-18,2010,9,18,16.11111111111111
South Africa,Capetown,2010-09-19,2010,9,19,14.61111111111111
South Africa,Capetown,2010-09-20,2010,9,20,14.944444444444445
South Africa,Capetown,2010-09-21,2010,9,21,14.666666666666666
South Africa,Capetown,2010-09-22,2010,9,22,14.833333333333334
South Africa,Capetown,2010-09-23,2010,9,23,13.722222222222223
South Africa,Capetown,2010-09-24,2010,9,24,14.38888888888889
South Africa,Capetown,2010-09-25,2010,9,25,14.88888888888889
South Africa,Capetown,2010-09-26,2010,9,26,13.499999999999998
South Africa,Capetown,2010-09-27,2010,9,27,13.944444444444445
South Africa,Capetown,2010-09-28,2010,9,28,14.555555555555555
South Africa,Capetown,2010-09-29,2010,9,29,15.61111111111111
South Africa,Capetown,2010-09-30,2010,9,30,15.38888888888889
South Africa,Capetown,2010-10-01,2010,10,1,16.333333333333332
South Africa,Capetown,2010-10-02,2010,10,2,17.944444444444443
South Africa,Capetown,2010-10-03,2010,10,3,18.05555555555556
South Africa,Capetown,2010-10-04,2010,10,4,20.38888888888889
South Africa,Capetown,2010-10-05,2010,10,5,20.500000000000004
South Africa,Capetown,2010-10-06,2010,10,6,20.611111111111107
South Africa,Capetown,2010-10-07,2010,10,7,17.22222222222222
South Africa,Capetown,2010-10-08,2010,10,8,16.11111111111111
South Africa,Capetown,2010-10-09,2010,10,9,16.38888888888889
South Africa,Capetown,2010-10-10,2010,10,10,15.444444444444445
South Africa,Capetown,2010-10-11,2010,10,11,12.72222222222222
South Africa,Capetown,2010-10-12,2010,10,12,13.38888888888889
South Africa,Capetown,2010-10-13,2010,10,13,15.555555555555555
South Africa,Capetown,2010-10-14,2010,10,14,14.72222222222222
South Africa,Capetown,2010-10-15,2010,10,15,14.61111111111111
South Africa,Capetown,2010-10-16,2010,10,16,16.444444444444443
South Africa,Capetown,2010-10-17,2010,10,17,19.388888888888893
South Africa,Capetown,2010-10-18,2010,10,18,17.166666666666668
South Africa,Capetown,2010-10-19,2010,10,19,16.22222222222222
South Africa,Capetown,2010-10-20,2010,10,20,15.38888888888889
South Africa,Capetown,2010-10-21,2010,10,21,14.944444444444445
South Africa,Capetown,2010-10-22,2010,10,22,14.61111111111111
South Africa,Capetown,2010-10-23,2010,10,23,14.166666666666666
South Africa,Capetown,2010-10-24,2010,10,24,14.72222222222222
South Africa,Capetown,2010-10-25,2010,10,25,16.22222222222222
South Africa,Capetown,2010-10-26,2010,10,26,17.555555555555557
South Africa,Capetown,2010-10-27,2010,10,27,17.61111111111111
South Africa,Capetown,2010-10-28,2010,10,28,17.22222222222222
South Africa,Capetown,2010-10-29,2010,10,29,16.72222222222222
South Africa,Capetown,2010-10-30,2010,10,30,16.11111111111111
South Africa,Capetown,2010-10-31,2010,10,31,18.22222222222222
South Africa,Capetown,2010-11-01,2010,11,1,20.38888888888889
South Africa,Capetown,2010-11-02,2010,11,2,18.88888888888889
South Africa,Capetown,2010-11-03,2010,11,3,17.22222222222222
South Africa,Capetown,2010-11-04,2010,11,4,15.555555555555555
South Africa,Capetown,2010-11-05,2010,11,5,15.444444444444445
South Africa,Capetown,2010-11-06,2010,11,6,15.77777777777778
South Africa,Capetown,2010-11-07,2010,11,7,17.166666666666668
South Africa,Capetown,2010-11-08,2010,11,8,15.666666666666666
South Africa,Capetown,2010-11-09,2010,11,9,15.38888888888889
South Africa,Capetown,2010-11-10,2010,11,10,17.83333333333333
South Africa,Capetown,2010-11-11,2010,11,11,16.055555555555557
South Africa,Capetown,2010-11-12,2010,11,12,16.666666666666668
South Africa,Capetown,2010-11-13,2010,11,13,17.22222222222222
South Africa,Capetown,2010-11-14,2010,11,14,20.666666666666668
South Africa,Capetown,2010-11-15,2010,11,15,21.722222222222214
South Africa,Capetown,2010-11-16,2010,11,16,22.5
South Africa,Capetown,2010-11-17,2010,11,17,21.611111111111114
South Africa,Capetown,2010-11-18,2010,11,18,19.33333333333333
South Africa,Capetown,2010-11-19,2010,11,19,18.33333333333333
South Africa,Capetown,2010-11-20,2010,11,20,17.555555555555557
South Africa,Capetown,2010-11-21,2010,11,21,16.38888888888889
South Africa,Capetown,2010-11-22,2010,11,22,16.666666666666668
South Africa,Capetown,2010-11-23,2010,11,23,16.61111111111111
South Africa,Capetown,2010-11-24,2010,11,24,21.05555555555556
South Africa,Capetown,2010-11-25,2010,11,25,22.666666666666668
South Africa,Capetown,2010-11-26,2010,11,26,21.83333333333333
South Africa,Capetown,2010-11-27,2010,11,27,17.83333333333333
South Africa,Capetown,2010-11-28,2010,11,28,17.27777777777778
South Africa,Capetown,2010-11-29,2010,11,29,17.77777777777778
South Africa,Capetown,2010-11-30,2010,11,30,18.22222222222222
South Africa,Capetown,2010-12-01,2010,12,1,18.666666666666664
South Africa,Capetown,2010-12-02,2010,12,2,21.333333333333336
South Africa,Capetown,2010-12-03,2010,12,3,18.33333333333333
South Africa,Capetown,2010-12-04,2010,12,4,18.666666666666664
South Africa,Capetown,2010-12-05,2010,12,5,17.666666666666668
South Africa,Capetown,2010-12-06,2010,12,6,21.0
South Africa,Capetown,2010-12-07,2010,12,7,22.77777777777778
South Africa,Capetown,2010-12-08,2010,12,8,22.33333333333333
South Africa,Capetown,2010-12-09,2010,12,9,18.61111111111111
South Africa,Capetown,2010-12-10,2010,12,10,21.22222222222222
South Africa,Capetown,2010-12-11,2010,12,11,20.88888888888889
South Africa,Capetown,2010-12-12,2010,12,12,21.888888888888893
South Africa,Capetown,2010-12-13,2010,12,13,20.27777777777778
South Africa,Capetown,2010-12-14,2010,12,14,24.5
South Africa,Capetown,2010-12-15,2010,12,15,22.555555555555557
South Africa,Capetown,2010-12-16,2010,12,16,21.11111111111111
South Africa,Capetown,2010-12-17,2010,12,17,20.72222222222222
South Africa,Capetown,2010-12-18,2010,12,18,20.88888888888889
South Africa,Capetown,2010-12-19,2010,12,19,21.611111111111114
South Africa,Capetown,2010-12-20,2010,12,20,25.666666666666668
South Africa,Capetown,2010-12-21,2010,12,21,22.88888888888889
South Africa,Capetown,2010-12-22,2010,12,22,19.388888888888893
South Africa,Capetown,2010-12-23,2010,12,23,20.83333333333333
South Africa,Capetown,2010-12-24,2010,12,24,20.27777777777778
South Africa,Capetown,2010-12-25,2010,12,25,24.55555555555556
South Africa,Capetown,2010-12-26,2010,12,26,22.83333333333333
South Africa,Capetown,2010-12-27,2010,12,27,22.555555555555557
South Africa,Capetown,2010-12-28,2010,12,28,20.72222222222222
South Africa,Capetown,2010-12-29,2010,12,29,19.72222222222222
South Africa,Capetown,2010-12-30,2010,12,30,23.000000000000004
South Africa,Capetown,2010-12-31,2010,12,31,23.944444444444443
South Africa,Capetown,2011-01-01,2011,1,1,20.944444444444443
South Africa,Capetown,2011-01-02,2011,1,2,18.111111111111107
South Africa,Capetown,2011-01-03,2011,1,3,24.77777777777777
South Africa,Capetown,2011-01-04,2011,1,4,24.944444444444446
South Africa,Capetown,2011-01-05,2011,1,5,25.72222222222222
South Africa,Capetown,2011-01-06,2011,1,6,25.11111111111111
South Africa,Capetown,2011-01-07,2011,1,7,19.05555555555556
South Africa,Capetown,2011-01-08,2011,1,8,21.55555555555556
South Africa,Capetown,2011-01-09,2011,1,9,20.83333333333333
South Africa,Capetown,2011-01-10,2011,1,10,19.55555555555556
South Africa,Capetown,2011-01-11,2011,1,11,21.5
South Africa,Capetown,2011-01-12,2011,1,12,21.444444444444443
South Africa,Capetown,2011-01-13,2011,1,13,22.88888888888889
South Africa,Capetown,2011-01-14,2011,1,14,20.222222222222225
South Africa,Capetown,2011-01-15,2011,1,15,20.944444444444443
South Africa,Capetown,2011-01-16,2011,1,16,20.33333333333333
South Africa,Capetown,2011-01-17,2011,1,17,20.777777777777786
South Africa,Capetown,2011-01-18,2011,1,18,21.333333333333336
South Africa,Capetown,2011-01-19,2011,1,19,21.22222222222222
South Africa,Capetown,2011-01-20,2011,1,20,21.05555555555556
South Africa,Capetown,2011-01-21,2011,1,21,21.444444444444443
South Africa,Capetown,2011-01-22,2011,1,22,19.88888888888889
South Africa,Capetown,2011-01-23,2011,1,23,23.77777777777778
South Africa,Capetown,2011-01-24,2011,1,24,23.22222222222222
South Africa,Capetown,2011-01-25,2011,1,25,22.88888888888889
South Africa,Capetown,2011-01-26,2011,1,26,19.388888888888893
South Africa,Capetown,2011-01-27,2011,1,27,22.0
South Africa,Capetown,2011-01-28,2011,1,28,21.722222222222214
South Africa,Capetown,2011-01-29,2011,1,29,21.0
South Africa,Capetown,2011-01-30,2011,1,30,20.166666666666668
South Africa,Capetown,2011-01-31,2011,1,31,22.61111111111111
South Africa,Capetown,2011-02-01,2011,2,1,22.666666666666668
South Africa,Capetown,2011-02-02,2011,2,2,27.05555555555556
South Africa,Capetown,2011-02-03,2011,2,3,25.55555555555556
South Africa,Capetown,2011-02-04,2011,2,4,22.22222222222222
South Africa,Capetown,2011-02-05,2011,2,5,20.666666666666668
South Africa,Capetown,2011-02-06,2011,2,6,21.666666666666668
South Africa,Capetown,2011-02-07,2011,2,7,20.83333333333333
South Africa,Capetown,2011-02-08,2011,2,8,20.88888888888889
South Africa,Capetown,2011-02-09,2011,2,9,25.055555555555557
South Africa,Capetown,2011-02-10,2011,2,10,25.27777777777778
South Africa,Capetown,2011-02-11,2011,2,11,21.38888888888889
South Africa,Capetown,2011-02-12,2011,2,12,20.33333333333333
South Africa,Capetown,2011-02-13,2011,2,13,21.0
South Africa,Capetown,2011-02-14,2011,2,14,24.05555555555556
South Africa,Capetown,2011-02-15,2011,2,15,22.38888888888889
South Africa,Capetown,2011-02-16,2011,2,16,21.11111111111111
South Africa,Capetown,2011-02-17,2011,2,17,23.166666666666668
South Africa,Capetown,2011-02-18,2011,2,18,23.666666666666664
South Africa,Capetown,2011-02-19,2011,2,19,21.0
South Africa,Capetown,2011-02-20,2011,2,20,21.55555555555556
South Africa,Capetown,2011-02-21,2011,2,21,22.944444444444443
South Africa,Capetown,2011-02-22,2011,2,22,21.888888888888893
South Africa,Capetown,2011-02-23,2011,2,23,19.88888888888889
South Africa,Capetown,2011-02-24,2011,2,24,21.77777777777778
South Africa,Capetown,2011-02-25,2011,2,25,21.444444444444443
South Africa,Capetown,2011-02-26,2011,2,26,21.888888888888893
South Africa,Capetown,2011-02-27,2011,2,27,22.83333333333333
South Africa,Capetown,2011-02-28,2011,2,28,27.5
South Africa,Capetown,2011-03-01,2011,3,1,26.944444444444443
South Africa,Capetown,2011-03-02,2011,3,2,20.666666666666668
South Africa,Capetown,2011-03-03,2011,3,3,19.5
South Africa,Capetown,2011-03-04,2011,3,4,22.0
South Africa,Capetown,2011-03-05,2011,3,5,24.0
South Africa,Capetown,2011-03-06,2011,3,6,21.5
South Africa,Capetown,2011-03-07,2011,3,7,22.22222222222222
South Africa,Capetown,2011-03-08,2011,3,8,20.222222222222225
South Africa,Capetown,2011-03-09,2011,3,9,19.83333333333333
South Africa,Capetown,2011-03-10,2011,3,10,19.77777777777777
South Africa,Capetown,2011-03-11,2011,3,11,20.055555555555557
South Africa,Capetown,2011-03-12,2011,3,12,20.11111111111111
South Africa,Capetown,2011-03-13,2011,3,13,19.0
South Africa,Capetown,2011-03-14,2011,3,14,19.222222222222214
South Africa,Capetown,2011-03-15,2011,3,15,20.38888888888889
South Africa,Capetown,2011-03-16,2011,3,16,21.666666666666668
South Africa,Capetown,2011-03-17,2011,3,17,22.38888888888889
South Africa,Capetown,2011-03-18,2011,3,18,23.61111111111111
South Africa,Capetown,2011-03-19,2011,3,19,25.944444444444443
South Africa,Capetown,2011-03-20,2011,3,20,20.0
South Africa,Capetown,2011-03-21,2011,3,21,19.5
South Africa,Capetown,2011-03-22,2011,3,22,19.388888888888893
South Africa,Capetown,2011-03-23,2011,3,23,19.222222222222214
South Africa,Capetown,2011-03-24,2011,3,24,19.55555555555556
South Africa,Capetown,2011-03-25,2011,3,25,17.666666666666668
South Africa,Capetown,2011-03-26,2011,3,26,18.38888888888889
South Africa,Capetown,2011-03-27,2011,3,27,21.166666666666664
South Africa,Capetown,2011-03-28,2011,3,28,18.72222222222222
South Africa,Capetown,2011-03-29,2011,3,29,17.555555555555557
South Africa,Capetown,2011-03-30,2011,3,30,18.38888888888889
South Africa,Capetown,2011-03-31,2011,3,31,19.77777777777777
South Africa,Capetown,2011-04-01,2011,4,1,17.944444444444443
South Africa,Capetown,2011-04-02,2011,4,2,17.555555555555557
South Africa,Capetown,2011-04-03,2011,4,3,17.88888888888889
South Africa,Capetown,2011-04-04,2011,4,4,18.111111111111107
South Africa,Capetown,2011-04-05,2011,4,5,19.33333333333333
South Africa,Capetown,2011-04-06,2011,4,6,17.944444444444443
South Africa,Capetown,2011-04-07,2011,4,7,19.27777777777778
South Africa,Capetown,2011-04-08,2011,4,8,20.0
South Africa,Capetown,2011-04-09,2011,4,9,19.944444444444446
South Africa,Capetown,2011-04-10,2011,4,10,21.38888888888889
South Africa,Capetown,2011-04-11,2011,4,11,24.61111111111111
South Africa,Capetown,2011-04-12,2011,4,12,21.0
South Africa,Capetown,2011-04-13,2011,4,13,19.222222222222214
South Africa,Capetown,2011-04-14,2011,4,14,18.72222222222222
South Africa,Capetown,2011-04-15,2011,4,15,20.944444444444443
South Africa,Capetown,2011-04-16,2011,4,16,20.611111111111107
South Africa,Capetown,2011-04-17,2011,4,17,19.27777777777778
South Africa,Capetown,2011-04-18,2011,4,18,16.333333333333332
South Africa,Capetown,2011-04-19,2011,4,19,16.833333333333332
South Africa,Capetown,2011-04-20,2011,4,20,15.27777777777778
South Africa,Capetown,2011-04-21,2011,4,21,14.38888888888889
South Africa,Capetown,2011-04-22,2011,4,22,13.833333333333334
South Africa,Capetown,2011-04-23,2011,4,23,14.5
South Africa,Capetown,2011-04-24,2011,4,24,13.499999999999998
South Africa,Capetown,2011-04-25,2011,4,25,13.88888888888889
South Africa,Capetown,2011-04-26,2011,4,26,12.666666666666664
South Africa,Capetown,2011-04-27,2011,4,27,10.999999999999998
South Africa,Capetown,2011-04-28,2011,4,28,13.0
South Africa,Capetown,2011-04-29,2011,4,29,13.166666666666668
South Africa,Capetown,2011-04-30,2011,4,30,16.11111111111111
South Africa,Capetown,2011-05-01,2011,5,1,18.77777777777778
South Africa,Capetown,2011-05-02,2011,5,2,18.38888888888889
South Africa,Capetown,2011-05-03,2011,5,3,17.333333333333332
South Africa,Capetown,2011-05-04,2011,5,4,19.66666666666667
South Africa,Capetown,2011-05-05,2011,5,5,16.38888888888889
South Africa,Capetown,2011-05-06,2011,5,6,16.5
South Africa,Capetown,2011-05-07,2011,5,7,17.444444444444443
South Africa,Capetown,2011-05-08,2011,5,8,19.0
South Africa,Capetown,2011-05-09,2011,5,9,17.166666666666668
South Africa,Capetown,2011-05-10,2011,5,10,15.72222222222222
South Africa,Capetown,2011-05-11,2011,5,11,15.333333333333334
South Africa,Capetown,2011-05-12,2011,5,12,15.444444444444445
South Africa,Capetown,2011-05-13,2011,5,13,14.11111111111111
South Africa,Capetown,2011-05-14,2011,5,14,14.055555555555554
South Africa,Capetown,2011-05-15,2011,5,15,12.944444444444445
South Africa,Capetown,2011-05-16,2011,5,16,14.88888888888889
South Africa,Capetown,2011-05-17,2011,5,17,13.666666666666666
South Africa,Capetown,2011-05-18,2011,5,18,14.055555555555554
South Africa,Capetown,2011-05-19,2011,5,19,14.88888888888889
South Africa,Capetown,2011-05-20,2011,5,20,13.27777777777778
South Africa,Capetown,2011-05-21,2011,5,21,16.0
South Africa,Capetown,2011-05-22,2011,5,22,17.333333333333332
South Africa,Capetown,2011-05-23,2011,5,23,16.27777777777778
South Africa,Capetown,2011-05-24,2011,5,24,14.27777777777778
South Africa,Capetown,2011-05-25,2011,5,25,13.61111111111111
South Africa,Capetown,2011-05-26,2011,5,26,13.166666666666668
South Africa,Capetown,2011-05-27,2011,5,27,12.833333333333334
South Africa,Capetown,2011-05-28,2011,5,28,12.0
South Africa,Capetown,2011-05-29,2011,5,29,11.833333333333332
South Africa,Capetown,2011-05-30,2011,5,30,13.0
South Africa,Capetown,2011-05-31,2011,5,31,10.833333333333334
South Africa,Capetown,2011-06-01,2011,6,1,12.055555555555555
South Africa,Capetown,2011-06-02,2011,6,2,12.166666666666666
South Africa,Capetown,2011-06-03,2011,6,3,12.666666666666664
South Africa,Capetown,2011-06-04,2011,6,4,13.166666666666668
South Africa,Capetown,2011-06-05,2011,6,5,11.333333333333334
South Africa,Capetown,2011-06-06,2011,6,6,10.61111111111111
South Africa,Capetown,2011-06-07,2011,6,7,12.77777777777778
South Africa,Capetown,2011-06-08,2011,6,8,16.0
South Africa,Capetown,2011-06-09,2011,6,9,16.555555555555557
South Africa,Capetown,2011-06-10,2011,6,10,14.22222222222222
South Africa,Capetown,2011-06-11,2011,6,11,15.666666666666666
South Africa,Capetown,2011-06-12,2011,6,12,13.944444444444445
South Africa,Capetown,2011-06-13,2011,6,13,12.833333333333334
South Africa,Capetown,2011-06-14,2011,6,14,16.61111111111111
South Africa,Capetown,2011-06-15,2011,6,15,13.666666666666666
South Africa,Capetown,2011-06-16,2011,6,16,13.61111111111111
South Africa,Capetown,2011-06-17,2011,6,17,11.88888888888889
South Africa,Capetown,2011-06-18,2011,6,18,11.333333333333334
South Africa,Capetown,2011-06-19,2011,6,19,13.944444444444445
South Africa,Capetown,2011-06-20,2011,6,20,11.833333333333332
South Africa,Capetown,2011-06-21,2011,6,21,13.944444444444445
South Africa,Capetown,2011-06-22,2011,6,22,13.666666666666666
South Africa,Capetown,2011-06-23,2011,6,23,11.61111111111111
South Africa,Capetown,2011-06-24,2011,6,24,13.0
South Africa,Capetown,2011-06-25,2011,6,25,12.72222222222222
South Africa,Capetown,2011-06-26,2011,6,26,12.555555555555555
South Africa,Capetown,2011-06-27,2011,6,27,9.888888888888888
South Africa,Capetown,2011-06-28,2011,6,28,11.944444444444445
South Africa,Capetown,2011-06-29,2011,6,29,13.11111111111111
South Africa,Capetown,2011-06-30,2011,6,30,10.055555555555555
South Africa,Capetown,2011-07-01,2011,7,1,10.555555555555555
South Africa,Capetown,2011-07-02,2011,7,2,10.999999999999998
South Africa,Capetown,2011-07-03,2011,7,3,11.166666666666666
South Africa,Capetown,2011-07-04,2011,7,4,11.666666666666666
South Africa,Capetown,2011-07-05,2011,7,5,11.833333333333332
South Africa,Capetown,2011-07-06,2011,7,6,12.166666666666666
South Africa,Capetown,2011-07-07,2011,7,7,12.22222222222222
South Africa,Capetown,2011-07-08,2011,7,8,11.833333333333332
South Africa,Capetown,2011-07-09,2011,7,9,12.555555555555555
South Africa,Capetown,2011-07-10,2011,7,10,15.944444444444445
South Africa,Capetown,2011-07-11,2011,7,11,17.444444444444443
South Africa,Capetown,2011-07-12,2011,7,12,14.22222222222222
South Africa,Capetown,2011-07-13,2011,7,13,10.444444444444445
South Africa,Capetown,2011-07-14,2011,7,14,13.27777777777778
South Africa,Capetown,2011-07-15,2011,7,15,14.72222222222222
South Africa,Capetown,2011-07-16,2011,7,16,15.72222222222222
South Africa,Capetown,2011-07-17,2011,7,17,14.38888888888889
South Africa,Capetown,2011-07-18,2011,7,18,12.055555555555555
South Africa,Capetown,2011-07-19,2011,7,19,12.72222222222222
South Africa,Capetown,2011-07-20,2011,7,20,14.72222222222222
South Africa,Capetown,2011-07-21,2011,7,21,13.055555555555555
South Africa,Capetown,2011-07-22,2011,7,22,14.166666666666666
South Africa,Capetown,2011-07-23,2011,7,23,14.88888888888889
South Africa,Capetown,2011-07-24,2011,7,24,13.833333333333334
South Africa,Capetown,2011-07-25,2011,7,25,12.27777777777778
South Africa,Capetown,2011-07-26,2011,7,26,11.11111111111111
South Africa,Capetown,2011-07-27,2011,7,27,13.333333333333334
South Africa,Capetown,2011-07-28,2011,7,28,10.999999999999998
South Africa,Capetown,2011-07-29,2011,7,29,11.555555555555554
South Africa,Capetown,2011-07-30,2011,7,30,12.611111111111112
South Africa,Capetown,2011-07-31,2011,7,31,11.555555555555554
South Africa,Capetown,2011-08-01,2011,8,1,12.666666666666664
South Africa,Capetown,2011-08-02,2011,8,2,16.77777777777778
South Africa,Capetown,2011-08-03,2011,8,3,14.166666666666666
South Africa,Capetown,2011-08-04,2011,8,4,12.611111111111112
South Africa,Capetown,2011-08-05,2011,8,5,9.72222222222222
South Africa,Capetown,2011-08-06,2011,8,6,9.22222222222222
South Africa,Capetown,2011-08-07,2011,8,7,11.555555555555554
South Africa,Capetown,2011-08-08,2011,8,8,13.833333333333334
South Africa,Capetown,2011-08-09,2011,8,9,13.722222222222223
South Africa,Capetown,2011-08-10,2011,8,10,13.666666666666666
South Africa,Capetown,2011-08-11,2011,8,11,12.555555555555555
South Africa,Capetown,2011-08-12,2011,8,12,12.666666666666664
South Africa,Capetown,2011-08-13,2011,8,13,9.944444444444445
South Africa,Capetown,2011-08-14,2011,8,14,11.222222222222223
South Africa,Capetown,2011-08-15,2011,8,15,11.38888888888889
South Africa,Capetown,2011-08-16,2011,8,16,13.88888888888889
South Africa,Capetown,2011-08-17,2011,8,17,16.72222222222222
South Africa,Capetown,2011-08-18,2011,8,18,12.166666666666666
South Africa,Capetown,2011-08-19,2011,8,19,12.055555555555555
South Africa,Capetown,2011-08-20,2011,8,20,12.27777777777778
South Africa,Capetown,2011-08-21,2011,8,21,11.944444444444445
South Africa,Capetown,2011-08-22,2011,8,22,12.888888888888893
South Africa,Capetown,2011-08-23,2011,8,23,12.72222222222222
South Africa,Capetown,2011-08-24,2011,8,24,11.833333333333332
South Africa,Capetown,2011-08-25,2011,8,25,12.333333333333336
South Africa,Capetown,2011-08-26,2011,8,26,11.88888888888889
South Africa,Capetown,2011-08-27,2011,8,27,11.555555555555554
South Africa,Capetown,2011-08-28,2011,8,28,13.22222222222222
South Africa,Capetown,2011-08-29,2011,8,29,15.444444444444445
South Africa,Capetown,2011-08-30,2011,8,30,13.333333333333334
South Africa,Capetown,2011-08-31,2011,8,31,13.833333333333334
South Africa,Capetown,2011-09-01,2011,9,1,11.944444444444445
South Africa,Capetown,2011-09-02,2011,9,2,12.72222222222222
South Africa,Capetown,2011-09-03,2011,9,3,12.27777777777778
South Africa,Capetown,2011-09-04,2011,9,4,14.000000000000002
South Africa,Capetown,2011-09-05,2011,9,5,14.333333333333334
South Africa,Capetown,2011-09-06,2011,9,6,14.5
South Africa,Capetown,2011-09-07,2011,9,7,16.944444444444443
South Africa,Capetown,2011-09-08,2011,9,8,14.61111111111111
South Africa,Capetown,2011-09-09,2011,9,9,14.944444444444445
South Africa,Capetown,2011-09-10,2011,9,10,13.666666666666666
South Africa,Capetown,2011-09-11,2011,9,11,13.444444444444446
South Africa,Capetown,2011-09-12,2011,9,12,12.888888888888893
South Africa,Capetown,2011-09-13,2011,9,13,13.555555555555555
South Africa,Capetown,2011-09-14,2011,9,14,14.22222222222222
South Africa,Capetown,2011-09-15,2011,9,15,13.555555555555555
South Africa,Capetown,2011-09-16,2011,9,16,13.833333333333334
South Africa,Capetown,2011-09-17,2011,9,17,13.11111111111111
South Africa,Capetown,2011-09-18,2011,9,18,13.22222222222222
South Africa,Capetown,2011-09-19,2011,9,19,11.222222222222223
South Africa,Capetown,2011-09-20,2011,9,20,12.555555555555555
South Africa,Capetown,2011-09-21,2011,9,21,14.72222222222222
South Africa,Capetown,2011-09-22,2011,9,22,13.833333333333334
South Africa,Capetown,2011-09-23,2011,9,23,14.22222222222222
South Africa,Capetown,2011-09-24,2011,9,24,16.27777777777778
South Africa,Capetown,2011-09-25,2011,9,25,17.38888888888889
South Africa,Capetown,2011-09-26,2011,9,26,16.22222222222222
South Africa,Capetown,2011-09-27,2011,9,27,14.88888888888889
South Africa,Capetown,2011-09-28,2011,9,28,16.833333333333332
South Africa,Capetown,2011-09-29,2011,9,29,15.444444444444445
South Africa,Capetown,2011-09-30,2011,9,30,14.77777777777778
South Africa,Capetown,2011-10-01,2011,10,1,14.5
South Africa,Capetown,2011-10-02,2011,10,2,15.333333333333334
South Africa,Capetown,2011-10-03,2011,10,3,14.333333333333334
South Africa,Capetown,2011-10-04,2011,10,4,14.333333333333334
South Africa,Capetown,2011-10-05,2011,10,5,15.22222222222222
South Africa,Capetown,2011-10-06,2011,10,6,17.77777777777778
South Africa,Capetown,2011-10-07,2011,10,7,18.444444444444443
South Africa,Capetown,2011-10-08,2011,10,8,17.333333333333332
South Africa,Capetown,2011-10-09,2011,10,9,19.222222222222214
South Africa,Capetown,2011-10-10,2011,10,10,16.11111111111111
South Africa,Capetown,2011-10-11,2011,10,11,17.61111111111111
South Africa,Capetown,2011-10-12,2011,10,12,19.444444444444443
South Africa,Capetown,2011-10-13,2011,10,13,17.055555555555557
South Africa,Capetown,2011-10-14,2011,10,14,16.22222222222222
South Africa,Capetown,2011-10-15,2011,10,15,16.77777777777778
South Africa,Capetown,2011-10-16,2011,10,16,18.88888888888889
South Africa,Capetown,2011-10-17,2011,10,17,19.55555555555556
South Africa,Capetown,2011-10-18,2011,10,18,16.88888888888889
South Africa,Capetown,2011-10-19,2011,10,19,16.166666666666668
South Africa,Capetown,2011-10-20,2011,10,20,15.77777777777778
South Africa,Capetown,2011-10-21,2011,10,21,16.72222222222222
South Africa,Capetown,2011-10-22,2011,10,22,16.833333333333332
South Africa,Capetown,2011-10-23,2011,10,23,17.333333333333332
South Africa,Capetown,2011-10-24,2011,10,24,16.833333333333332
South Africa,Capetown,2011-10-25,2011,10,25,16.166666666666668
South Africa,Capetown,2011-10-26,2011,10,26,15.444444444444445
South Africa,Capetown,2011-10-27,2011,10,27,14.61111111111111
South Africa,Capetown,2011-10-28,2011,10,28,14.333333333333334
South Africa,Capetown,2011-10-29,2011,10,29,14.11111111111111
South Africa,Capetown,2011-10-30,2011,10,30,12.611111111111112
South Africa,Capetown,2011-10-31,2011,10,31,13.333333333333334
South Africa,Capetown,2011-11-01,2011,11,1,16.444444444444443
South Africa,Capetown,2011-11-02,2011,11,2,18.33333333333333
